Cat. Nr.,Common Name,Length,Recordist,Date,Time,Country,Location,Elevation,Type,Remarks,Quality,MP3 Link
XC342832,Buff-throated Woodcreeper,1:49,,2011-03-24,06:00,Venezuela,"Puerto Ayacucho, Raudal Atures, Rio Orinoco, Amazonas",40.0,song,,B,//xeno-canto.org/sounds/uploaded/LELYWQKUZX/XC342832-Xiphorhynchus%20guttatus%20014_Venezuela%2C%20Amazonas%2C%2024.03.2011%2C%205-40%2C%D0%90%D0%B2.mp3
XC316979,Buff-throated Woodcreeper,0:29,,2016-05-14,18:00,Brazil,"Novo Airão, Novo Airão, Amazonas",30.0,song,[sono],B,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC316979-Xiphorhynchus%20guttatoides_Novo%20Airao_1060.mp3
XC300935,Buff-throated Woodcreeper,1:09,,1998-12-17,07:10,Brazil,"São Gabriel da Cachoeira, Amazonas",70.0,song,right bank of rio Negro - igapó forest,B,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC300935-XIPGTD01.mp3
XC269096,Buff-throated Woodcreeper,0:28,,2004-08-05,06:22,Brazil,"São Gabriel da Cachoeira, Amazonas",70.0,"song, half song",Right bank of rio Negro - terra firme forest,B,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC269096-XIPGUT58.mp3
XC269094,Buff-throated Woodcreeper,0:07,,2004-08-08,11:06,Brazil,"São Gabriel da Cachoeira, Amazonas",70.0,call,tall campinarana forest,B,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC269094-XIPGUT60.mp3
XC269092,Buff-throated Woodcreeper,2:22,,1998-12-18,16:30,Brazil,"São Gabriel da Cachoeira, Amazonas",70.0,song,"right bank of rio Negro -  terra firme forest with high (c.30m) canopy - 2 cuts, natural and after playback",B,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC269092-XIPGUT12.mp3
XC232389,Buff-throated Woodcreeper,0:37,,2006-07-21,06:15,Brazil,"Moises trail, Sao Gabriel da Cachoeira, Amazonas",,song,ID certainty 100%. (Archiv. tape 392 side B track 38 seq. A),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC232389-Lafresnaye%27s%20Woodcreeper%20B%206404.mp3
XC232388,Buff-throated Woodcreeper,0:04,,2006-07-19,10:00,Brazil,"Sao Gabriel da Cachoeira area, Amazonas",,call,ID certainty 90%. (Archiv. tape 392 side A track 22 seq. A),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC232388-Lafresnaye%27s%20Woodcreeper%20B%206402.mp3
XC201988,Buff-throated Woodcreeper,0:12,,2009-03-06,?,Venezuela,"Atures, Amazonas",70.0,song,[sono],B,//xeno-canto.org/sounds/uploaded/VROUALCTKG/XC201988-Buff-throated%20Woodcreeper%20%28song%2C%20Orinoquia%20Lodge%2C%20Venezuela%2C%20mar2009%2C%201%29.mp3
XC119617,Buff-throated Woodcreeper,0:25,,2012-08-09,10:00,Brazil,"Tapauá, Amazonas",70.0,song,,B,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119617-Xiphorhynchus%20gutattus_Tapaua_1299.MP3
XC91424,Buff-throated Woodcreeper,0:23,,1999-09-18,06:55,Brazil,"São Gabriel da Cachoeira, Amazonas",70.0,call,Right bank of rio Negro. Igapó forest. After playback. The long and the single note calls.,B,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XIPGUT11.mp3
XC4760,Buff-throated Woodcreeper,0:47,,2005-02-22,09:00,Brazil,"Reserva de Desenvolvimento Sustentável Amanã, Amazonas",50.0,song,"one individual, on understory, on varzea forest.",B,//xeno-canto.org/sounds/uploaded/NNCKQMBGPH/Xiphorhynchus%20guttatus%20guttatoides.mp3
XC505314,Buff-throated Woodcreeper,0:04,,2019-08-13,08:00,Brazil,"Manacapuru, Amazonas",40.0,song,[sono],C,//xeno-canto.org/sounds/uploaded/VWCBCAIJUC/XC505314-190813_1322%20%20Xiphorhynchus%20guttatus.mp3
XC232393,Buff-throated Woodcreeper,0:41,,2006-07-23,06:15,Brazil,"Moises trail, Sao Gabriel da Cachoeira, Amazonas",,song,ID certainty 100%. (Archiv. tape 393 side B track 8 seq. A),C,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC232393-Lafresnaye%27s%20Woodcreeper%20C%206406.mp3
XC232392,Buff-throated Woodcreeper,0:05,,2006-07-20,17:30,Brazil,"Cucuy road north of Sao Gabriel da Cachoeira, Amazonas",,call,ID certainty 90%. (Archiv. tape 392 side B track 35 seq. A),C,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC232392-Lafresnaye%27s%20Woodcreeper%20C%206403.mp3
XC119445,Buff-throated Woodcreeper,0:25,,2010-06-06,10:00,Brazil,"Careiro, Amazonas",20.0,call,,C,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119445-Xyphorinchus%20guttatus_Purupuru.MP3
XC537921,Buff-throated Woodcreeper,0:28,,2017-07-21,07:00,Brazil,"Purus River, Boca do Acre, State of Amazonas",150.0,song,FCF02268 - Fonoteca Casa da Floresta.,E,//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC537921-2268%20Xiphorhynchus%20guttatoides%20%28song%29UPA7_SMacapa_MUrbano_AC_210717FIG.mp3
XC537920,Buff-throated Woodcreeper,0:06,,2017-07-21,07:00,Brazil,"Purus River, Boca do Acre, State of Amazonas",150.0,call,FCF02267 - Fonoteca Casa da Floresta.,E,//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC537920-2267%20Xiphorhynchus%20guttatoides%20%28call%29_UPA7_SMacapa_MUrbano_AC_210717FIG.mp3
XC706410,Golden-headed Manakin,0:03,,2022-02-18,14:00,Colombia,"Bosque de Tapir - Puerto Santander, Amazonas",260,song,[sono],A,//xeno-canto.org/sounds/uploaded/JAPOPUHKWS/XC706410-Ceratopipra%20erythrocephala%20canto%20-%20Bosque%20danta.mp3
XC706409,Golden-headed Manakin,0:22,,2022-02-18,14:00,Colombia,"Bosque de Tapir - Puerto Santander, Amazonas",260,"call, song",[sono],A,//xeno-canto.org/sounds/uploaded/JAPOPUHKWS/XC706409-Ceratopipra%20erythrocephala%20canto%20y%20llamado%20-%20Bosque%20Danta.mp3
XC706408,Golden-headed Manakin,0:17,,2022-02-18,14:00,Colombia,"Bosque de Tapir - Puerto Santander, Amazonas",260,call,[sono],A,//xeno-canto.org/sounds/uploaded/JAPOPUHKWS/XC706408-Ceratopipra%20erytrocephala.mp3
XC417778,Golden-headed Manakin,0:37,,2018-05-29,07:30,Brazil,"Itacoatiara, Itacoatiara, Amazonas",20,"call, song",[sono],A,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC417778-Ceratopipra%20erythrocephala_Novo%20Remanso_1061.mp3
XC395135,Golden-headed Manakin,0:09,,1993-00-00,?,Brazil,"BDFFP, Amazonas state",110,call,,A,//xeno-canto.org/sounds/uploaded/QCRJBRYRWW/XC395135-Pipra%20erythrocephala.mp3
XC301434,Golden-headed Manakin,0:20,,1998-12-19,08:17,Brazil,"São Gabriel da Cachoeira, Amazonas",70,call,right bank of rio Negro - terra firme forest,A,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC301434-UNID0268.mp3
XC743902,Golden-headed Manakin,1:01,,2019-10-05,11:30,Colombia,"Leticia, Amazonas",100,song,"El ave fue vista perchada a la altura de la copa del sotobosque, en el bosque secundario maduro al rededor de los cultivos (Chagras); en el área circundante a la Maloca Mogoro, muy cerca al río Tacana, en la zona rural de la ciudad de Leticia.",B,//xeno-canto.org/sounds/uploaded/SSPKAXLBEU/XC743902-191012_Ceratopipra%20erythrocephala.MP3
XC493823,Golden-headed Manakin,0:04,,2019-08-04,13:48,Brazil,"Iranduba, Amazonas",40,song,[sono],B,//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC493823-4-8-2019%2013e48%20Cabeca%20de%20ouro.mp3
XC493817,Golden-headed Manakin,0:04,,2019-08-04,13:47,Brazil,"Iranduba, Amazonas",40,song,[sono],B,//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC493817-4-8-2019%2013e%2047%20CABECA%20DE%20OURO%20Maria%20de%20olho%20branco.mp3
XC228221,Golden-headed Manakin,0:14,,1997-03-28,07:30,Venezuela,"Samariapo road, Amazonas",100,call,ID certainty 80%. (Archiv. tape 58 side B track 3 seq. A),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC228221-Golden-headed%20Manakin%20%209373.mp3
XC228220,Golden-headed Manakin,0:23,,1993-11-01,?,Venezuela,"Junglaven area, Amazonas",100 - 300,song,ID certainty 100%. (Archiv. tape 5 side B track 20 seq. A),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC228220-Golden-headed%20Manakin%20%209370.mp3
XC188648,Golden-headed Manakin,0:46,,2014-07-17,12:00,Brazil,"Reserva Florestal Adolpho Ducke, Manaus, Amazonas",80,song,[sono],B,//xeno-canto.org/sounds/uploaded/VGXDJMKETZ/XC188648-Pipra%20erythrocephala%20f%C3%AAmea%2017-07-2014%2011%20horas%20e%2045%20min..MP3
XC505044,Golden-headed Manakin,0:09,,2019-08-12,16:30,Brazil,"Manacapuru, Amazonas",40,call,[sono],C,//xeno-canto.org/sounds/uploaded/VWCBCAIJUC/XC505044-190812_1285%20C.%20erythrocephala.wav
XC387801,Golden-headed Manakin,0:47,,2017-09-09,10:00,Brazil,"Urucu-Manaus pipeline, Amazonas",30,song,[sono],C,//xeno-canto.org/sounds/uploaded/CFRYARSVHN/XC387801-STE-069%20cabeca%20de%20ouro%20xc.mp3
XC228243,Golden-headed Manakin,0:19,,2006-07-23,14:50,Brazil,"Moises trail, Sao Gabriel da Cachoeira, Amazonas",?,"call, calls",ID certainty 100%. (Archiv. tape 393 side B track 30 seq. A),C,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC228243-Red-headed%20Manakin%20C%209393.mp3
XC188612,Golden-headed Manakin,1:16,,2014-07-18,17:00,Brazil,"Reserva Florestal Adolpho Ducke, Manaus, Amazonas",80,call,[sono],C,//xeno-canto.org/sounds/uploaded/VGXDJMKETZ/XC188612-Ceratopipra%20erythrocephala%2018-07-2014%2017%20horas.mp3
XC119394,Golden-headed Manakin,0:19,,2010-06-11,07:30,Brazil,"Manaus, Amazonas",40,"call, song",,C,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119394-Pipra%20erythrocephala_Ducke.MP3
XC119150,Golden-headed Manakin,0:26,,2011-01-30,10:00,Brazil,"Manaus, Amazonas",130,"call, song",[sono],C,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119150-Pipra%20erythrocephala_Presidente%20Figueiredo.MP3
XC103001,Golden-headed Manakin,0:22,,2011-02-10,09.30,Venezuela,"Morichalito Trail, Edo. Amazonas",200,?,Call from a male at the lek,C,//xeno-canto.org/sounds/uploaded/TTSQGWDDGW/Golden%20Headed%20Manakin.mp3
XC228224,Golden-headed Manakin,0:23,,2006-07-17,08:45,Brazil,"Iracema falls, Presidente Figueiredo, Amazonas",,song,ID certainty 100%. (Archiv. tape 391 side B track 5 seq. B),D,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC228224-Golden-headed%20Manakin%20C%209379.mp3
XC504929,Collared Gnatwren,0:22,,2019-03-29,13:40,Brazil,"Presidente Figueiredo, Cachoeira da Onca RPPN, Amazonas",110.0,call,Terra firme.,A,//xeno-canto.org/sounds/uploaded/UTCLOBFQPH/XC504929-LS111037%20Collared%20Gnatwren.mp3
XC225738,Collared Gnatwren,0:50,,2006-07-25,16:00,Brazil,"Iracema falls, Presidente Figueiredo, Amazonas",,song,ID certainty 100%. (Archiv. tape 394 side A track 26 seq. D),A,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC225738-Collared%20Gnatwren%20A%2013212.mp3
XC225737,Collared Gnatwren,1:16,,2006-07-25,16:00,Brazil,"Iracema falls, Presidente Figueiredo, Amazonas",,song,ID certainty 100%. (Archiv. tape 394 side A track 26 seq. C),A,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC225737-Collared%20Gnatwren%20A%2013211.mp3
XC225736,Collared Gnatwren,1:06,,2006-07-25,16:00,Brazil,"Iracema falls, Presidente Figueiredo, Amazonas",,"song, chatter song",ID certainty 100%. (Archiv. tape 394 side A track 25 seq. B),A,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC225736-Collared%20Gnatwren%20A%2013208.mp3
XC225735,Collared Gnatwren,0:51,,2006-07-25,16:00,Brazil,"Iracema falls, Presidente Figueiredo, Amazonas",,song,ID certainty 100%. (Archiv. tape 394 side A track 25 seq. A),A,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC225735-Collared%20Gnatwren%20A%2013207.mp3
XC504920,Collared Gnatwren,0:18,,2019-03-29,09:20,Brazil,"Presidente Figueiredo, Cachoeira da Onca RPPN, Amazonas",110.0,song,"Terra firme, the bird kept near the forest floor. Light rain on background.",B,//xeno-canto.org/sounds/uploaded/UTCLOBFQPH/XC504920-LS111021%20Collared%20Gnatwren.mp3
XC484675,Collared Gnatwren,0:39,,2019-07-03,07:00,Brazil,"Manaus, Amazonas",60.0,song,[sono],B,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC484675-Microbates%20collaris_Bons%20Amigos_1131.mp3
XC535988,Buff-throated Woodcreeper,0:29,,2016-05-26,06:30,Brazil,"Purus River, Boca do Acre, State of Amazonas",150,song,FCF01002 - Fonoteca Casa da Floresta.,A,//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC535988-1002%20Xiphorhynchus%20guttatoides%20%28song%29Boca_do_Acre_Pauini_AM_260516_FIG.mp3
XC386484,Buff-throated Woodcreeper,0:22,,2017-09-06,08:00,Brazil,"Tefé, Amazonas",70,song,Terra firme forest,A,//xeno-canto.org/sounds/uploaded/OMOBFVJLSH/XC386484-Xiphorhynchus%20guttatus%20-%20alto.mp3
XC301344,Buff-throated Woodcreeper,1:13,,1998-12-17,17:50,Brazil,"São Gabriel da Cachoeira, Amazonas",70,song,"Igarapé on left bank of rio Negro - igapó forest - fairly heavy bill, = head x 1 1/4, slightly decurved, with pale mandible and black maxilla - head black [dark?] turning buff on nape, streaked white - faint white eyebrow - otherwise russet brown - palish brown throat - below streaked buff through to middle of belly",A,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC301344-XIPGTD02.mp3
XC269095,Buff-throated Woodcreeper,2:12,,2004-08-09,06:15,Brazil,"São Gabriel da Cachoeira, Amazonas",70,"call, song","Right bank of rio Negro - terra firme forest - at first singing some distance away, then flew closer and called and finally sang nearby",A,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC269095-XIPGUT61.mp3
XC232387,Buff-throated Woodcreeper,0:18,,2006-07-22,06:00,Brazil,"Tabajos tracks, Sao Gabriel da Cachoeira, Amazonas",,call,ID certainty 90%. (Archiv. tape 393 side A track 3 seq. A),A,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC232387-Lafresnaye%27s%20Woodcreeper%20A%206405.mp3
XC91427,Buff-throated Woodcreeper,0:38,,2004-08-15,16:38,Brazil,"Borba, Amazonas",30,song,Degraded terra firme forest. An unusually long and modulated call at the start of the cut.,A,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XIPGUT66.mp3
XC91426,Buff-throated Woodcreeper,0:27,,2004-08-11,06:40,Brazil,"Borba, Amazonas",30,song,Terra firme forest.,A,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XIPGUT62.mp3
XC91418,Buff-throated Woodcreeper,0:43,,2004-08-07,17:39,Brazil,"São Gabriel da Cachoeira, Amazonas",70,song,Left bank of rio Negro. Flooded igapó forest.,A,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XIPGUT59.mp3
XC537632,Buff-throated Woodcreeper,0:01,,2017-06-24,07:00,Brazil,"Purus River, Boca do Acre, State of Amazonas",150,call,FCF02206 - Fonoteca Casa da Floresta.,B,//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC537632-2206%20Xiphorhynchus%20guttatoides%20%28call%29_UPA07_SeringalMacapa_Pauini_AM_240617_FIG.mp3
XC537631,Buff-throated Woodcreeper,0:02,,2017-06-24,07:00,Brazil,"Purus River, Boca do Acre, State of Amazonas",150,call,FCF02205 - Fonoteca Casa da Floresta.,B,//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC537631-2205%20Xiphorhynchus%20guttatoides%20%28call%202%29_UPA07_SeringalMacapa_Pauini_AM_240617_FIG.mp3
XC535989,Buff-throated Woodcreeper,0:29,,2016-05-20,06:30,Brazil,"Purus River, Boca do Acre, State of Amazonas",150,song,FCF01003 - Fonoteca Casa da Floresta.,B,//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC535989-1003%20Xiphorhynchus%20guttatoides%28song%29Boca_do_Acre_AM_200516_FIG.mp3
XC188629,Collared Gnatwren,1:03,,2014-07-18,08:00,Brazil,,30,song,[sono],B,//xeno-canto.org/sounds/uploaded/VGXDJMKETZ/XC188629-Microbates%20collaris%201%2018-07-2014%208%20horas.mp3
XC118820,Collared Gnatwren,0:40,,2012-06-05,07:30,Brazil,,110,song,,B,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC118820-Microbates%20collaris_Manaus_1160.mp3
XC570774,Collared Gnatwren,0:37,,2020-06-21,08:30,Brazil,,20,call,[sono],C,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC570774-Microbattes%20colaris_Cirandeira_1136.mp3
XC505325,Collared Gnatwren,0:10,,2019-08-13,09:00,Brazil,,40,call,[sono],C,//xeno-canto.org/sounds/uploaded/VWCBCAIJUC/XC505325-190813_1357%20Microbates%20collaris.mp3
XC390076,Collared Gnatwren,0:17,,2017-10-13,07:30,Brazil,,70,song,[sono],C,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC390076-MIcrobates%20collaris_Novo%20Airao_1924.mp3
XC673299,Musician Wren,0:55,,2020-10-23,11:30,Brazil,,70,song,[sono],A,//xeno-canto.org/sounds/uploaded/TZWQJUGVHP/XC673299-201023-115750_uirapuru-do-imeri%20%28transfluvialis%29.mp3
XC493046,Musician Wren,0:45,,2019-08-08,07:00,Brazil,,70,song,[sono],A,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC493046-Cyphorinus%20arada_Novo%20Airao_1527.mp3
XC390081,Musician Wren,0:43,,2017-10-13,07:30,Brazil,,70,song,[sono],A,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC390081-Cyphorhinus%20arada_Novo%20Airao_1937.mp3
XC147701,Musician Wren,0:23,,2012-11-02,10:00,Brazil,,40,song,[sono],A,//xeno-canto.org/sounds/uploaded/JDNMEJOJEQ/XC147701-Cyphorhinus_arada%20Manacapuru%2002%2011%202013.mp3
XC505164,Musician Wren,0:42,,2019-04-01,18:01,Brazil,,70,song,Terra firme.,B,//xeno-canto.org/sounds/uploaded/UTCLOBFQPH/XC505164-LS111104%20Musician%20Wren.mp3
XC855909,Musician Wren,0:26,,2020-12-26,15:00,Brazil,,60,,[sono],C,//xeno-canto.org/sounds/uploaded/ESJQFJUOUH/XC855909-301512111.mp3
XC623853,Buff-breasted Wren,0:20,,2021-02-21,08:30,Brazil,,30,"duet, song","Not so much modification on recording, only slight lowering of the song, as it was a little bit clipped. Was in a dense tangle in the upper levels of a várzea border. The couple was rising higher and higher in the tangles, but no high stress behaviors.",A,//xeno-canto.org/sounds/uploaded/DFYFSPXYGT/XC623853-garrinch%C3%A3o.mp3
XC536256,Buff-breasted Wren,0:43,,2020-03-14,08:30,Brazil,,20,song,[sono],A,//xeno-canto.org/sounds/uploaded/EOJHNAIHEM/XC536256-Cantorchilus%20leucotis%202.mp3
XC536255,Buff-breasted Wren,1:17,,2020-03-14,08:30,Brazil,,20,song,[sono],A,//xeno-canto.org/sounds/uploaded/EOJHNAIHEM/XC536255-Cantorchilus%20leucotis%201.mp3
XC493811,Buff-breasted Wren,0:11,,2019-08-04,11:12,Brazil,,40,alarm call,[sono],A,//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC493811-4-8-2019%2011e12%20GARRINCHAO%20DE%20BARRIGA%20V.mp3
XC211523,Buff-breasted Wren,0:32,,2001-07-01,07:05,Brazil,,10,song,"Edge of flooded forest (igapó), along ""shore"" of lake - probably after inadvertent playback  directed at Sakesphorus canadensis )",A,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC211523-THRLEU13.mp3
XC286984,Buff-breasted Wren,0:25,,2015-09-12,09:30,Brazil,,20,call,Natural vocalizations from an unseen bird in dense vegetation at edge of small island beside blackwater channel amid flooded forested islands.,B,//xeno-canto.org/sounds/uploaded/WOEAFQRMUD/XC286984-Cantorchilus%20leucotis150912_T148.mp3
XC387110,Buff-breasted Wren,0:07,,2017-09-10,07:00,Brazil,,30,song,[sono],C,//xeno-canto.org/sounds/uploaded/CFRYARSVHN/XC387110-STE-091%20garrinch%C3%A3o-de-barriga-vermelha%20xc.mp3
XC211524,Buff-breasted Wren,0:41,,2001-07-02,05:58,Brazil,,10,song,Flooded forest (igapó),C,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC211524-THRLEU14.mp3
XC188645,Coraya Wren,0:31,,2014-07-18,07:00,Brazil,,30,song,[sono],A,//xeno-canto.org/sounds/uploaded/VGXDJMKETZ/XC188645-Phelgopedius%20coraia%201%2018-07-2014%207%20horas.mp3
XC617059,Coraya Wren,0:39,,2020-12-23,08:00,Brazil,,100,song,[sono],B,//xeno-canto.org/sounds/uploaded/ESJQFJUOUH/XC617059-coraya%20wren.mp3
XC505316,Coraya Wren,1:27,,2019-08-13,07:30,Brazil,,40,song,[sono],B,//xeno-canto.org/sounds/uploaded/VWCBCAIJUC/XC505316-190813_1326%20%20Thyothorus%20coraya%20song.mp3
XC493823,Golden-headed Manakin,0:04,,2019-08-04,13:48,Brazil,,40,song,[sono],B,//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC493823-4-8-2019%2013e48%20Cabeca%20de%20ouro.mp3
XC493817,Golden-headed Manakin,0:04,,2019-08-04,13:47,Brazil,,40,song,[sono],B,//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC493817-4-8-2019%2013e%2047%20CABECA%20DE%20OURO%20Maria%20de%20olho%20branco.mp3
XC505044,Golden-headed Manakin,0:09,,2019-08-12,16:30,Brazil,,40,call,[sono],C,//xeno-canto.org/sounds/uploaded/VWCBCAIJUC/XC505044-190812_1285%20C.%20erythrocephala.wav
XC387801,Golden-headed Manakin,0:47,,2017-09-09,10:00,Brazil,,30,song,[sono],C,//xeno-canto.org/sounds/uploaded/CFRYARSVHN/XC387801-STE-069%20cabeca%20de%20ouro%20xc.mp3
XC346015,Screaming Piha,1:12,,2016-11-08,09:30,Brazil,,50,song,Tall terra firme-forest.,A,//xeno-canto.org/sounds/uploaded/UTCLOBFQPH/XC346015-LS110554%20Screaming%20Piha.mp3
XC188623,Screaming Piha,0:57,,2014-07-21,11:30,Brazil,,110,song,[sono],A,//xeno-canto.org/sounds/uploaded/VGXDJMKETZ/XC188623-Lipaugus%20vociferans%201%2021-07-2014%2011%20horas%20e%2030%20min..mp3
XC145549,Screaming Piha,0:24,,1997-08-01,11:00,Brazil,,20,song,[sono],B,//xeno-canto.org/sounds/uploaded/NBJQSQJRYH/XC145549-Lipaugus-vociferans-LSalvador-Manaus-Brazil8-97-ASilveira.mp3
XC505039,Screaming Piha,0:05,,2019-08-12,16:30,Brazil,,40,song,[sono],D,//xeno-canto.org/sounds/uploaded/VWCBCAIJUC/XC505039-190812_1268%20Lipaugus%20vociferans.wav
XC505341,Grey-crowned Flatbill,0:40,,2019-04-03,08:50,Brazil,,110,call,"Terra firme. Canopy, around the ZF 2- tower.",A,//xeno-canto.org/sounds/uploaded/UTCLOBFQPH/XC505341-LS111123%20Grey-crowned%20Flycatcher.mp3
XC493810,Grey-crowned Flatbill,0:14,,2019-08-04,11:12,Brazil,,40,song,,A,//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC493810-4-8-2019%2011e12%20BICO%20CHATO%20DE%20CABECA%20CINZA%20nasica%20longirostris%20arapacu%20ferrugem%20garrinchao.mp3
XC617057,Grey-crowned Flatbill,0:24,,2020-12-23,08:00,Brazil,,100,song,[sono],D,//xeno-canto.org/sounds/uploaded/ESJQFJUOUH/XC617057-gray-crowned%20flycatcher.mp3
XC505078,White-eyed Tody-Tyrant,0:52,,2019-03-31,09:20,Brazil,,40,"call, song",Terra firme.,A,//xeno-canto.org/sounds/uploaded/UTCLOBFQPH/XC505078-LS111073%20White-eyed%20TodyTyrant.mp3
XC493822,White-eyed Tody-Tyrant,0:27,,2019-08-04,13:36,Brazil,,40,song,[sono],A,//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC493822-4-8-2019%2013e36%20Maria%20de%20olho%20branco.mp3
XC493821,White-eyed Tody-Tyrant,0:25,,2019-08-04,13:29,Brazil,,40,song,[sono],A,//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC493821-4-8-2019%2013e29%20Maria%20de%20olho%20branco.mp3
XC493818,White-eyed Tody-Tyrant,0:26,,2019-08-04,13:47,Brazil,,40,song,,A,//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC493818-4-8-2019%2013e%2047%20MARIA%20DE%20OLHO%20BRANCO%20CAbeca%20de%20ouro.mp3
XC617068,White-eyed Tody-Tyrant,0:10,,2020-12-23,08:00,Brazil,,100,song,[sono],C,//xeno-canto.org/sounds/uploaded/ESJQFJUOUH/XC617068-white%20eyed%20tody%20tyrant.mp3
XC505038,White-eyed Tody-Tyrant,0:25,,2019-08-12,17:00,Brazil,,40,song,[sono],C,//xeno-canto.org/sounds/uploaded/VWCBCAIJUC/XC505038-190812_1266%20Hemitriccus%20zosterops.wav
XC493044,White-eyed Tody-Tyrant,0:23,,2019-08-08,07:00,Brazil,,70,call,[sono],C,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC493044-Hemitriccus%20minimus_Novo%20Airao_1523.mp3
XC14909,White-eyed Tody-Tyrant,0:14,,2007-03-30,08:30,Brazil,,?,song,response to playback,C,//xeno-canto.org/sounds/uploaded/FPHQAPNAFU/Hem%20zos%20grisei%20Jau%2030-03%20tvvc%20pb.mp3
XC284474,Snethlage's Tody-Tyrant,1:05,,2015-08-08,11:00,Brazil,,10,song,Bird c. 25 m distant in flooded igapó forest.,,//xeno-canto.org/sounds/uploaded/BZVYBRUAAE/XC284474-Snethlage%27s%20Tody-Tyrant%20pallens%20Anavilhanas%208%20August%202015.mp3
XC466550,Snethlage's Tody-Tyrant,3:23,,2017-09-26,10:30,Brazil,,20,call,"Unseen bird vocalizing naturally, perched about 10m up in midstory of varzea forest. ID was not confirmed, but Mario Cohn-Haft tentatively called it this species.",B,//xeno-canto.org/sounds/uploaded/WOEAFQRMUD/XC466550-Hemitriccus%20minorMaybe170926_T1933.mp3
XC340142,Snethlage's Tody-Tyrant,0:23,,2016-10-21,07:30,Brazil,,20,song,[sono],B,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC340142-Hemitriccus%20minor%20pallens_Iranduba_1415.mp3
XC316953,Snethlage's Tody-Tyrant,0:21,,2016-05-14,07:00,Brazil,,10,song,[sono],B,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC316953-Hemitriccus%20minor_Novo%20Airao_1028.mp3
XC188548,Snethlage's Tody-Tyrant,1:06,,2014-07-18,07:30,Brazil,,30,song,[sono],B,//xeno-canto.org/sounds/uploaded/VGXDJMKETZ/XC188548-Hemitriccus%20minor%2018-07-2014%207%20horas%20e%2040%20min..MP3
